"Year","Make","Model","HorsePower","Price","ConsumerRating","ConsumerReviews","SellerType","SellerName","SellerRating","SellerReviews","StreetName","State","Zipcode","DealType","ComfortRating","InteriorDesignRating","PerformanceRating","ValueForMoneyRating","ExteriorStylingRating","ReliabilityRating","Color","InteriorColor","Drivetrain","MinMPG","MaxMPG","FuelType","Transmission","Engine","Engine Capacity(L)","Cylinder","VIN","Stock#","Mileage","bodyType","numberOfDoors"
"2019","BMW","330 i","258","32999","4.9","30","Dealer","Stevens Creek BMW","4.4","1572","4343 Stevens Creek Blvd Santa Clara","CA","95051","Good","4.9","4.9","5","4.6","4.9","4.9","Black","Beige","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C50KAK11623","TKAK11623","37300","Sedan","4"
"2018","BMW","328d xDrive","","34946","4.8","9","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Fair","4.9","4.8","4.9","4.7","4.7","4.6","Black Sapphire Metallic","Black","All-wheel Drive","30","40","Diesel","8-Speed Automatic","2.0L I4 16V DDI DOHC Turbo Diesel","2","4","WBA8F1C57JAE97672","LJAE97672","34850","Sedan","4"
"2019","BMW","430 i xDrive","","42995","4.9","8","Dealer","Knauz Auto Park","4.8","1991","407 Skokie Hwy Lake Bluff","IL","60044","Good","4.9","4.8","5","4.9","5","5","Alpine White","Ivory White","All-wheel Drive","22","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA4Z3C53KEC58356","BP5808A","33135","","4"
"2019","BMW","X1 sDrive28i","231","33999","4.7","17","Dealer","Beverly Hills BMW","4.6","499","5070 Wilshire Blvd LA","CA","90036","Good","4.8","4.6","4.8","4.7","4.8","4.6","Black","Black","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHU7C5XK5L11063","TK5L11063","18808","Crossover","4"
"2019","BMW","X5 xDrive40i","340","49987","4.7","55","Dealer","BMW of Fremont","4.5","1222","5720 Cushing Parkway Fremont","CA","94538","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C56KLL35163","KLL35163","42072","SUV","4"
"2021","BMW","X3 M40i","231","59935","4.7","29","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Canberra Beige","All-wheel Drive","21","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTY9C06M9F16436","BL210537","10652","Crossover","4"
"2019","BMW","X7 xDrive50i","381","72401","4.1","22","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Good","4.5","4.6","4","3.4","4.5","3.5","Arctic Gray Metallic","Ivory White","All-wheel Drive","15","21","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","5UXCX4C52KLS39184","B22969A","45747","SUV","4"
"2019","BMW","X5 xDrive40i","340","56322","4.7","55","Dealer","BMW of Lancaster","4.6","154","1530 Manheim Pike Lancaster","PA","17601","Good","5","4.9","4.9","4.4","4.7","4.6","Mineral White Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLL27918","L27918","20569","SUV","4"
"2019","BMW","330 i","258","36797","4.9","30","Dealer","BMW of Las Vegas","4.6","1599","6900 W Sahara Ave Las Vegas","NV","89117","Good","4.9","4.9","5","4.6","4.9","4.9","Portimao Blue Metallic","–","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C51KFH23820","KFH23820","42869","Sedan","4"
"2019","BMW","530 i","","38997","4.8","15","Dealer","BMW North Scottsdale","4.5","517","18018 N Scottsdale Rd. Phoenix","AZ","85054","Good","4.9","4.8","4.8","4.5","4.9","4.7","Glacier Silver Metallic","Black","Rear-wheel Drive","24","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBAJA5C59KWW05900","BF9509","43515","Sedan","4"
"2018","BMW","X1 sDrive28i","231","29962","4.8","79","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Mineral Gray Metallic","Black","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHU7C32J5H40360","J5H40360A","46645","Crossover","4"
"2019","BMW","X1 sDrive28i","231","33995","4.7","17","Dealer","BMW of Honolulu","4.5","344","777 Kapiolani Blvd Honolulu","HI","96813","Good","4.8","4.6","4.8","4.7","4.8","4.6","Alpine White","Oyster","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHU7C55K3H45213","B27288","18625","Crossover","4"
"2021","BMW","X3 sDrive30i","249","46857","4.7","29","Dealer","Sewell BMW of Grapevine","3.9","60","1111 E State Hwy 114 Grapevine","TX","76051","Good","4.8","4.7","4.8","4.5","4.8","4.6","Dark Graphite Metallic","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C05M9F54303","5143452","17748","Crossover","4"
"2019","BMW","X5 xDrive40i","340","56871","4.7","55","Dealer","Fields BMW of Daytona","4.8","1214","1050 N Tomoka Farms Rd Daytona Beach","FL","32124","Good","5","4.9","4.9","4.4","4.7","4.6","Jet Black","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C58KLL13911","D9N02731A","18660","SUV","4"
"2020","BMW","X3 xDrive30i","249","44495","4.9","51","Dealer","Passport BMW","4.7","1123","4730 Auth Pl Marlow Heights","MD","20746","Great","5","4.9","4.9","4.7","4.9","4.9","Black Sapphire Metallic","Oyster","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C04LLT33902","P64731","14117","SUV","4"
"2020","BMW","X5 xDrive40i","340","60827","4.7","53","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Fair","4.8","4.8","4.8","4.4","4.7","4.7","Metallic","Coffee","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C05LLL75580","X541427A","37178","SUV","4"
"2020","BMW","430 i xDrive","","55995","4.9","8","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Fair","4.9","5","4.9","4.8","5","5","Mediterranean Blue Metallic","Venetian Beige","All-wheel Drive","22","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA4Z3C04L5N84024","X541172B","31375","","4"
"2020","BMW","X5 xDrive40i","340","57999","4.7","53","Dealer","BMW of Denver Downtown","4.5","816","1040 S Colorado Blvd Denver","CO","80246","Good","4.8","4.8","4.8","4.4","4.7","4.7","Gray","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C01L9C43075","NTL9C43075","17483","SUV","4"
"2019","BMW","X3 xDrive30i","249","41774","4.7","99","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Good","4.7","4.7","4.8","4.3","4.8","4.6","Dark Olive Metallic","Canberra Beige","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C52KLP97608","P97608AN","12032","SUV","4"
"2020","BMW","X3 M40i","231","54994","4.9","51","Dealer","Niello BMW Elk Grove","3.7","18","8580 Laguna Grove Drive Elk Grove","CA","95757","Good","5","4.9","4.9","4.7","4.9","4.9","Carbon Black Metallic","Black","All-wheel Drive","21","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTY9C05L9B12008","E22339","20459","Crossover","4"
"2021","BMW","X3 xDrive30i","249","47563","4.7","29","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Great","4.8","4.7","4.8","4.5","4.8","4.6","Dark Graphite Metallic","Black","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C09M9H56153","PS2746","19510","SUV","4"
"2019","BMW","740 i xDrive","","519","4.5","2","Dealer","Kelly BMW","4.5","119","4050 Morse Rd Columbus","OH","43230","Fair","5","4","4.5","4","4","4.5","Magellan Gray Metallic","Black","All-wheel Drive","20","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7E4C59KGV69936","P6531","59891","","4"
"2019","BMW","X5 xDrive40i","340","51998","4.7","55","Dealer","BMW of San Francisco","4.4","197","1675 Howard St San Francisco","CA","94103","Good","5","4.9","4.9","4.4","4.7","4.6","Mineral White Metallic","Canberra Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLL05563","KLL05563L","21496","SUV","4"
"2021","BMW","X5 xDrive40i","340","64692","4.8","26","Dealer","BMW of Loveland","4.6","397","4150 Byrd Dr Loveland","CO","80538","Good","4.9","5","4.9","4.6","4.9","4.9","Arctic Gray Metallic","Black","All-wheel Drive","21","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C05M9D80263","M9D80263","24887","SUV","4"
"2021","BMW","X3 xDrive30i","249","47563","4.7","29","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Great","4.8","4.7","4.8","4.5","4.8","4.6","Dark Graphite Metallic","Black","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C09M9H56153","PS2746","19510","SUV","4"
"2019","BMW","X3 xDrive30i","249","42998","4.7","99","Dealer","Perillo BMW","4.4","601","1035 N Clark St Chicago","IL","60610","Good","4.7","4.7","4.8","4.3","4.8","4.6","Dark Olive","Mocha","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C58KLR07304","B43400A","11866","SUV","4"
"2019","BMW","540 i xDrive","","46496","4.9","17","Dealer","Global Imports BMW","4.6","797","550 Interstate N Pkwy Atlanta","GA","30339","Good","4.9","4.9","5","4.6","5","4.8","Black Sapphire Metallic","Black","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C5XKG892996","PKG892996","31587","","4"
"2021","BMW","X3 xDrive30i","249","4799","4.7","29","Dealer","Autohaus BMW","4.9","2698","3015 S Hanley Rd Saint Louis","MO","63143","Good","4.8","4.7","4.8","4.5","4.8","4.6","Dark Graphite","Canberra Beige","All-wheel Drive","23","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C04M9E63552","5805G","20815","SUV","4"
"2020","BMW","X3 xDrive30i","249","41795","4.9","51","Dealer","BMW of Darien","4.8","1557","140 Ledge Rd Darien","CT","06820","Great","5","4.9","4.9","4.7","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","24","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY5C07L9B88306","31665","35594","SUV","4"
"2019","BMW","X5 xDrive40i","340","57517","4.7","55","Dealer","BMW of Kansas City South","4.8","162","1200 W 104th St KCMO","MO","64114","Good","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Amarone","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C5XKLL36705","N03129A","13693","SUV","4"
"2020","BMW","X3 sDrive30i","249","40337","4.9","51","Dealer","Leith BMW","4.9","2704","5603 Capital Blvd Raleigh","NC","27616","Good","5","4.9","4.9","4.7","4.9","4.9","Dark Graphite","Canberra Beige","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C07L9B18101","WP49517","35787","Crossover","4"
"2020","BMW","X5 xDrive40i","340","61821","4.7","53","Dealer","BMW of Rochester","4.4","221","4250 W Henrietta Rd Rochester","NY","14623","Good","4.8","4.8","4.8","4.4","4.7","4.7","Alpine White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C03L9B84790","B220877A","24227","SUV","4"
"2019","BMW","X3 xDrive30i","249","42192","4.7","99","Dealer","BMW of Devon","4.9","3441","20 W Lancaster Ave Devon","PA","19333","Good","4.7","4.7","4.8","4.3","4.8","4.6","Black Sapphire Metallic","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C52KLR10974","2211321","19215","SUV","4"
"2019","BMW","330 i xDrive","258","38571","4.9","30","Dealer","BMW of Shrewsbury","3.6","24","770 Boston Turnpike Shrewsbury","MA","01545","Fair","4.9","4.9","5","4.6","4.9","4.9","Glacier Silver Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C55KAJ85068","BU1289","31044","Sedan","4"
"2019","BMW","X5 xDrive40i","340","56776","4.7","55","Dealer","BMW of Las Vegas","4.6","1599","6900 W Sahara Ave Las Vegas","NV","89117","Good","5","4.9","4.9","4.4","4.7","4.6","Phytonic Blue Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL51644","KLL51644","17004","SUV","4"
"2021","BMW","X3 M40i","231","59935","4.7","29","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Canberra Beige","All-wheel Drive","21","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXTY9C06M9F16436","BL210537","10652","Crossover","4"
"2019","BMW","X4 M40i","231","58985","4.6","21","Dealer","BMW of Dallas","4.6","2033","6200 Lemmon Ave Dallas","TX","75209","Good","4.6","4.9","4.7","4.1","4.8","4.5","Sunstone Metallic","–","All-wheel Drive","20","27","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXUJ5C58KLA93548","KLA93548","15270","Crossover","4"
"2020","BMW","X5 xDrive40i","340","58771","4.7","53","Dealer","BMW of Devon","4.9","3441","20 W Lancaster Ave Devon","PA","19333","Good","4.8","4.8","4.8","4.4","4.7","4.7","Black Sapphire Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C09L9C57368","2056849","21767","SUV","4"
"2019","BMW","330 i","258","32999","4.9","30","Dealer","Stevens Creek BMW","4.4","1572","4343 Stevens Creek Blvd Santa Clara","CA","95051","Good","4.9","4.9","5","4.6","4.9","4.9","Black","Beige","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C50KAK11623","TKAK11623","37300","Sedan","4"
"2019","BMW","540 i xDrive","","45877","4.9","17","Dealer","Bill Jacobs BMW","4.9","3185","2495 Aurora Naperville","IL","60540","Good","4.9","4.9","5","4.6","5","4.8","Imperial Blue Metallic","Canberra Beige","All-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE7C58KWW18007","F17238","39356","","4"
"2020","BMW","X3 sDrive30i","249","3768","4.9","51","Dealer","Chapman BMW on Camelback","4.8","1405","830 E Camelback Rd Phoenix","AZ","85014","Good","5","4.9","4.9","4.7","4.9","4.9","Alpine White","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C06L9C41758","X220916A","48382","Crossover","4"
"2019","BMW","750 i","380","62984","5","5","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Good","5","5","5","5","5","5","Black Sapphire Metallic","Black","Rear-wheel Drive","18","26","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBA7F0C5XKGM25821","72649","22479","Sedan","4"
"2019","BMW","540 i","","49998","4.9","17","Dealer","Sewell BMW MINI of Plano","4.7","1064","6800 Dallas Pkwy Plano","TX","75024","Good","4.9","4.9","5","4.6","5","4.8","Carbon Black Metallic","Black","Rear-wheel Drive","21","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBAJE5C54KWW11205","5145565","25305","Sedan","4"
"2019","BMW","X5 xDrive40i","340","57638","4.7","55","Dealer","Advantage BMW Midtown","4.4","723","1305 Gray St Houston","TX","77002","Good","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLL10780","KLL10780","13206","SUV","4"
"2019","BMW","330 i xDrive","258","4138","4.9","30","Dealer","BMW of Minnetonka","4.8","1614","15802 Wayzata Blvd Minnetonka","MN","55391","Good","4.9","4.9","5","4.6","4.9","4.9","Black Sapphire Metallic","Black","All-wheel Drive","25","34","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R7C56KAJ84205","B11579C","18997","Sedan","4"
"2018","BMW","X2 sDrive28i","231","29995","4.7","42","Dealer","New Century BMW","4.7","539","1139 W Main St Alhambra","CA","91801","Fair","4.6","4.7","4.7","4.5","4.9","4.5","Jet Black","Black","Front-wheel Drive","23","32","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ3C32JEJ82380","436742A","32276","Crossover","4"
"2020","BMW","M340 i xDrive","","539","4.9","29","Dealer","Autohaus BMW","4.9","2698","3015 S Hanley Rd Saint Louis","MO","63143","Great","4.8","4.8","5","4.7","4.9","4.9","Black Sapphire Metallic","Mocha","All-wheel Drive","22","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5U9C06LA383285","24699A","21173","","4"
"2019","BMW","X5 xDrive40i","340","56526","4.7","55","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C53KLL09734","L09734PL","32377","SUV","4"
"2019","BMW","X1 xDrive28i","231","35991","4.7","17","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Good","4.8","4.6","4.8","4.7","4.8","4.6","Alpine White","Oyster","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C5XK3H34624","B221208A","12319","Crossover","4"
"2019","BMW","X5 xDrive40i","340","59999","4.7","55","Dealer","BMW Mini of Birmingham","4.7","720","1000 Tom Williams Way Irondale","AL","35210","Fair","5","4.9","4.9","4.4","4.7","4.6","White","White","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C51KLL08050","TKLL08050","20095","SUV","4"
"2020","BMW","X5 xDrive40i","340","59498","4.7","53","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Good","4.8","4.8","4.8","4.4","4.7","4.7","Carbon Black Metallic","White","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C08L9B62946","DTL9B62946","23059","SUV","4"
"2018","BMW","X1 xDrive28i","231","31946","4.8","79","Dealer","BMW of Stratham","4.8","709","71 Portsmouth Ave Stratham","NH","03885","Good","4.7","4.7","4.8","4.6","4.8","4.8","Jet Black","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C32J5L34605","J5L34605","21461","Crossover","4"
"2021","BMW","330 i","258","47062","4.9","11","Dealer","BMW of San Antonio","4.5","955","15507 W IH10 San Antonio","TX","78249","Good","4.8","4.8","4.9","4.8","4.9","4.7","Blue Metallic","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","3MW5R1J09M8B71452","M8B71452P","15451","Sedan","4"
"2020","BMW","X2 xDrive28i","231","43495","4.9","12","Dealer","Towne BMW","3","22","8215 Main St Williamsville","NY","14221","Good","4.8","5","5","4.8","5","4.9","Black Sapphire Metallic","Magma Red","All-wheel Drive","24","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXYJ1C06L5R61004","BB22558A","9304","Crossover","4"
"2018","BMW","X1 xDrive28i","231","33703","4.8","79","Dealer","Tulley Automotive Group","4.7","831","147 Daniel Webster Hwy Nashua","NH","03060","Fair","4.7","4.7","4.8","4.6","4.8","4.8","Sunset Orange Metallic","Black","All-wheel Drive","22","31","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBXHT3C33J5K21889","PA8569","31985","Crossover","4"
"2020","BMW","740 i","380","65988","5","2","Dealer","BMW of Palm Springs","4.8","584","3737 E Palm Canyon Dr Palm Springs","CA","92264","Good","5","5","5","5","5","5","Alpine White","Cognac","Rear-wheel Drive","22","29","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA7T2C03LGL17244","PLGL17244","31649","Sedan","4"
"2019","BMW","X5 xDrive40i","340","49987","4.7","55","Dealer","BMW of Fremont","4.5","1222","5720 Cushing Parkway Fremont","CA","94538","Good","5","4.9","4.9","4.4","4.7","4.6","Black Sapphire Metallic","–","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C56KLL35163","KLL35163","42072","SUV","4"
"2019","BMW","750 i xDrive","450","58999","5","5","Dealer","BMW of Fairfax","4.6","1748","8427 Lee Hwy Fairfax","VA","22031","Good","5","5","5","5","5","5","Blue","Black","All-wheel Drive","17","25","Gasoline","8-Speed Automatic","4.4L V8 32V GDI DOHC Twin Turbo","4.4","8","WBA7F2C55KB239113","PKB239113","38506","Sedan","4"
"2020","BMW","X5 xDrive40i","340","57784","4.7","53","Dealer","BMW of Stratham","4.8","709","71 Portsmouth Ave Stratham","NH","03885","Good","4.8","4.8","4.8","4.4","4.7","4.7","Alpine White","Canberra Beige","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C06L9B63044","L9B63044","36916","SUV","4"
"2020","BMW","M340 i xDrive","","59995","4.9","29","Dealer","Chapman BMW Chandler","4.5","797","7455 W Orchid Ln Chandler","AZ","85226","Great","4.8","4.8","5","4.7","4.9","4.9","Portimao Blue Metallic","Black","All-wheel Drive","22","30","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","WBA5U9C02LFH39172","72672","14546","","4"
"2020","BMW","X5 xDrive40i","340","54498","4.7","53","Dealer","BMW of Denver Downtown","4.5","816","1040 S Colorado Blvd Denver","CO","80246","Great","4.8","4.8","4.8","4.4","4.7","4.7","Mineral White Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C08L9B83330","TL9B83330","32335","SUV","4"
"2020","BMW","X5 sDrive40i","329","59988","4.7","53","Dealer","Sewell BMW of Grapevine","3.9","60","1111 E State Hwy 114 Grapevine","TX","76051","Fair","4.8","4.8","4.8","4.4","4.7","4.7","Dark Graphite Metallic","Black","Rear-wheel Drive","21","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR4C06L9B43378","5143822","24227","SUV","4"
"2020","BMW","X3 sDrive30i","249","3731","4.9","51","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Great","5","4.9","4.9","4.7","4.9","4.9","Dark Graphite Metallic","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C08LLU71172","B22774A","39884","Crossover","4"
"2020","BMW","X7 xDrive40i","381","65244","4.9","22","Dealer","Coggin BMW Treasure Coast","4.8","486","4429 US-1 Fort Pierce","FL","34982","Good","5","5","5","4.7","4.9","4.9","Black Sapphire Metallic","Ivory White","All-wheel Drive","20","25","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCW2C0XL9B24572","COB220226A","57580","SUV","4"
"2019","BMW","330 i","258","34499","4.9","30","Dealer","South Bay BMW","4.7","1582","18800 Hawthorne Blvd Torrance","CA","90504","Good","4.9","4.9","5","4.6","4.9","4.9","Jet Black","Black","Rear-wheel Drive","26","36","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","WBA5R1C58KAK08940","U33318LR","33036","Sedan","4"
"2019","BMW","X5 xDrive40i","340","54914","4.7","55","Dealer","Schomp BMW","4.7","1804","1190 Plum Valley Ln Highlands Ranch","CO","80129","Fair","5","4.9","4.9","4.4","4.7","4.6","Alpine White","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C54KLL23741","B221348A","40720","SUV","4"
"2021","BMW","X3 sDrive30i","249","46389","4.7","29","Dealer","Galleria BMW ","4.5","60","11290 Mandal Parkway D'Iberville","MS","39540","Good","4.8","4.7","4.8","4.5","4.8","4.6","Alpine White","Black","Rear-wheel Drive","25","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTY3C04M9G49810","B221044A","18034","Crossover","4"
"2019","BMW","X5 xDrive40i","340","57990","4.7","55","Dealer","BMW of Alexandria","4.4","734","499 S Pickett St Alexandria","VA","22304","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C55KLK87400","K87400AN","22656","SUV","4"
"2019","BMW","X3 xDrive30i","249","43500","4.7","99","Dealer","Gebhardt BMW","4.7","366","3150 28th St Boulder","CO","80301","Fair","4.7","4.7","4.8","4.3","4.8","4.6","Alpine White","Black","All-wheel Drive","22","29","Gasoline","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo","2","4","5UXTR9C51KLR05605","9N07863A","15958","SUV","4"
"2019","BMW","X5 xDrive40i","340","5371","4.7","55","Dealer","Baron BMW MINI","4.6","1479","9010 Shawnee Mission Pkwy Merriam","KS","66202","Fair","5","4.9","4.9","4.4","4.7","4.6","Arctic Gray Metallic","Black","All-wheel Drive","20","26","Gasoline","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo","3","6","5UXCR6C51KLL31280","KLL31280","38640","SUV","4"
